date,½µÓê¾ùÖµ,Õô·¢,flow
2009/5/11,0,4,6.53
2009/5/12,0,3.3,5.44
2009/5/13,3.67,6,6.16
2009/5/14,0,3.2,6.05
2009/5/15,0,5.1,6.8
2009/5/16,0.08,6,11.2
2009/5/17,26.7,2.3,18.2
2009/5/18,2.78,1.6,28.6
2009/5/19,5.45,1.7,16.2
2009/5/20,22.48,1.5,18
2009/5/21,0.08,4,28
2009/5/22,1.95,1.5,14.6
2009/5/23,15.73,1.2,21
2009/5/24,8.73,1.5,27.5
2009/5/25,87.63,1.8,44.7
2009/5/26,12.27,1.8,600
2009/5/27,0,1.9,214
2009/5/28,0,2.3,90
2009/5/29,0,2.7,65.1
2009/5/30,0,2.5,50.3
2009/5/31,0,3,44
2009/6/1,0,1.8,42.2
2009/6/2,39.87,0.4,49.1
2009/6/3,39.23,2.2,204
2009/6/4,0.17,2.1,275
2009/6/5,0,2.7,111
2009/6/6,0,4.1,72.2
2009/6/7,0,4.9,60
2009/6/8,0,5,50.8
2009/6/9,5.13,1.5,47
2009/6/10,28.4,0.8,59.8
2009/6/11,3.57,1.4,127
2009/6/12,3.42,0.2,78.7
2009/6/13,0,3.2,66.4
2009/6/14,7.33,5,52.5
2009/6/15,0.17,4.7,57.2
2009/6/16,3.5,4.8,46.4
2009/6/17,2.25,4.5,42.2
2009/6/18,0.33,4.6,32.4
2009/6/19,2,4.3,32.6
2009/6/20,6.95,5.3,27.9
2009/6/21,6.75,5.6,24.4
2009/6/22,43.67,4.7,45.3
2009/6/23,27.22,2.2,246
2009/6/24,49.95,1.4,303
2009/6/25,11.87,0.6,273
2009/6/26,0.25,2.2,155
2009/6/27,0.38,2.2,95.8
2009/6/28,0.42,2.6,78.1
2009/6/29,5.57,3.2,65.3
2009/6/30,1,3.6,57.4
2009/7/1,53.68,1.9,204
2009/7/2,30.88,1.5,202
2009/7/3,0,4.5,306
2009/7/4,5.97,3,153
2009/7/5,19.37,4.2,96.1
2009/7/6,0.25,3.9,134
2009/7/7,0.4,4.4,88
2009/7/8,0,4.7,69.3
2009/7/9,0,5,55.7
2009/7/10,0,6.8,46.7
2009/7/11,2.08,5.6,38
2009/7/12,2.88,5.8,49
2009/7/13,6,3.3,42.2
2009/7/14,0.33,3,41.8
2009/7/15,0,3.7,37.5
2009/7/16,0.33,5.7,32.4
2009/7/17,0,7.1,30.3
2009/7/18,0.08,5.2,22.9
2009/7/19,0,5.4,24.9
2009/7/20,0,4.9,20
2009/7/21,0,5.5,13.1
2009/7/22,0,5.1,13.9
2009/7/23,0,6.3,15.9
2009/7/24,18.75,2.9,7.48
2009/7/25,19.27,0.8,37.1
2009/7/26,27.82,1.9,48
2009/7/27,3.75,2.1,69.3
2009/7/28,0.5,2.9,48.9
2009/7/29,6,6.1,34.5
2009/7/30,0,6.3,27.4
2009/7/31,0,6.8,28.3
2009/8/1,0,5.8,23.7
2009/8/2,2.17,6.1,22.1
2009/8/3,0.08,5.9,15.4
2009/8/4,9.88,1.5,14.1
2009/8/5,1.52,5.8,28.2
2009/8/6,0.08,7,24.1
2009/8/7,1.33,5.4,28.1
2009/8/8,3.67,4.7,29.5
2009/8/9,13.77,0.6,37.6
2009/8/10,28.32,0.3,60
2009/8/11,24.12,1,209
2009/8/12,14.2,2.2,203
2009/8/13,5.4,0.9,152
2009/8/14,0.08,2.6,87.5
2009/8/15,10.53,5.9,66.3
2009/8/16,0.08,2.2,70.8
2009/8/17,0,4.5,56.7
2009/8/18,0,5,42.5
2009/8/19,2.72,6.3,34.7
2009/8/20,7.13,6.9,34.9
2009/8/21,0,4.1,29.3
2009/8/22,10.85,5,31.2
2009/8/23,1.92,5.6,25.8
2009/8/24,0.58,3,27
2009/8/25,0,4.9,26.7
2009/8/26,1.5,5.3,21.4
2009/8/27,0,5.8,16.6
2009/8/28,1.83,6.8,11
2009/8/29,1.42,5.1,13.1
2009/8/30,4.67,6.1,13
2009/8/31,14.82,5,17.1
2009/9/1,1.58,4.3,34.1
2009/9/2,0,4.4,26.5
2009/9/3,0,4.5,24.4
2009/9/4,0,5.1,19.1
2009/9/5,0,6.1,16.6
2009/9/6,0,5.1,16.4
2009/9/7,0,5,14.1
2009/9/8,0,5.1,13.3
2009/9/9,0,6.3,14.4
2009/9/10,0,5.7,8.06
2009/9/11,0,4.3,8.06
2009/9/12,0,5.6,9.39
2009/9/13,0.5,4.8,7.11
2009/9/14,0.53,3.6,6.07
2009/9/15,0.58,3.3,9.02
2009/9/16,0.17,4.4,8
2009/9/17,3.57,3.6,11
2009/9/18,2.77,3.4,13.9
2009/9/19,4.5,2.2,13.8
2009/9/20,0,2.9,13.3
2009/9/21,1.35,2.9,16.3
2009/9/22,0.08,2.8,15.5
2009/9/23,0,2.9,18.2
2009/9/24,0,4.1,18.3
2009/9/25,0,4.1,15.3
2009/9/26,0,4.6,15.4
2009/9/27,0,4.2,11.7
2009/9/28,4.93,3.9,10.7
2009/9/29,4.23,2.4,12.7
2009/9/30,0.33,2.9,16
2009/10/1,0.08,1.6,19.9
2009/10/2,0,5.5,15.7
2009/10/3,0,5.7,15
2009/10/4,0,5.4,10.1
2009/10/5,0,3.6,11
2009/10/6,0,5.6,9.54
2009/10/7,0,4.1,11.5
2009/10/8,0,3.4,11.8
2009/10/9,0,2.9,7.94
2009/10/10,0,3,7.54
2009/10/11,0.25,3.2,7.77
2009/10/12,0.07,2.1,10.4
2009/10/13,1.25,0.7,8.93
2009/10/14,0.25,2.4,9.1
2009/10/15,0,3,10
2009/10/16,0,2.1,10.5
2009/10/17,0,3.9,9.53
2009/10/18,0,3.1,10.7
2009/10/19,2.33,2.4,8.97
2009/10/20,0,1.4,7.4
2009/10/21,0,2.4,8.14
2009/10/22,0,3.3,14.2
2009/10/23,0,3.8,7.03
2009/10/24,0,3.9,5.24
2009/10/25,0,4.4,8.52
2009/10/26,0,4,8.01
2009/10/27,0,4.4,7.42
2009/10/28,0,2.9,6.54
2009/10/29,0,2.3,7.2
2009/10/30,0,3.9,7.19
2009/10/31,0,3.4,8.9
2009/11/1,0,3.8,8.35
2009/11/2,0,6.1,5.18
2009/11/3,0,3.2,5.21
2009/11/4,0,3.3,8.55
2009/11/5,0,2.2,8.3
2009/11/6,0,2.4,5.57
2009/11/7,0,1.5,4.71
2009/11/8,0,2,3.83
2009/11/9,23,0.1,4.69
2009/11/10,0.08,2.7,12.9
2009/11/11,16.47,0.6,11.1
2009/11/12,19.27,0.5,21.2
2009/11/13,0.08,2.5,32.5
2009/11/14,0,3.1,22.9
2009/11/15,15.12,1.5,21
2009/11/16,18.08,1.1,20.4
2009/11/17,1.08,1.1,32.4
2009/11/18,4.42,1.2,29
2009/11/19,5.1,0.2,22
2009/11/20,1.25,0.2,21.5
2009/11/21,1.7,0.6,21.6
2009/11/22,0,1.6,21.3
2009/11/23,0,0.5,28.8
2009/11/24,0.08,0.8,16.9
2009/11/25,0,1.1,13.7
2009/11/26,0,0.8,14.5
2009/11/27,0,1.8,13.5
2009/11/28,0,1.1,13.9
2009/11/29,0,1.4,9.18
2009/11/30,0,2,9.97
2009/12/1,0,2,10
2009/12/2,0,2.1,7.82
2009/12/3,0,2.9,7.78
2009/12/4,0,2.6,8.92
2009/12/5,0,2.1,9.11
2009/12/6,0,1.7,8.68
2009/12/7,1.1,0.5,8.5
2009/12/8,6.03,0.4,8.81
2009/12/9,15.6,0.2,10.7
2009/12/10,0.08,0.8,18.6
2009/12/11,0,0.7,35.7
2009/12/12,0,0.6,16.7
2009/12/13,0,1.1,15.2
2009/12/14,0,1.9,13.1
2009/12/15,7.08,1.2,12.6
2009/12/16,1.7,1.5,11.4
2009/12/17,0.08,1.2,14.7
2009/12/18,0,1.8,13.7
2009/12/19,0,2.2,12.4
2009/12/20,0,2,9.84
2009/12/21,0,1.7,8.99
2009/12/22,0,1.4,11.3
2009/12/23,3.53,0.2,10.8
2009/12/24,1.78,0.1,7.08
2009/12/25,0.25,0.2,10.7
2009/12/26,2.72,0.2,11.1
2009/12/27,9.17,0.7,9.62
2009/12/28,0,2.6,16.4
2009/12/29,1.28,0.5,12.9
2009/12/30,0,1,11.3
2009/12/31,0,1.2,9.76
2010/1/1,1.92,0.2,9.94
2010/1/2,0,0.5,9.36
2010/1/3,0,0.9,10.4
2010/1/4,0,0.3,11.2
2010/1/5,7.95,1.5,8.96
2010/1/6,0.35,0.9,8.66
2010/1/7,3.12,0.3,12.9
2010/1/8,0.08,0.6,11.5
2010/1/9,0,0.9,11.4
2010/1/10,2.77,0.2,10.7
2010/1/11,9.32,0.1,11.8
2010/1/12,0,1.3,21.5
2010/1/13,0.08,1.9,22.5
2010/1/14,0.08,1.3,23.2
2010/1/15,0,0.9,18.4
2010/1/16,0,1,13.8
2010/1/17,0,1.4,12.3
2010/1/18,0,1.2,9.16
2010/1/19,0,1.6,8.77
2010/1/20,18.65,0.4,8.52
2010/1/21,40.22,1.4,71.1
2010/1/22,4.1,1.2,147
2010/1/23,4.95,0.7,73.2
2010/1/24,6.15,0.2,58.1
2010/1/25,0.17,1.4,53.6
2010/1/26,0,1.7,39
2010/1/27,13.88,0.2,22.6
2010/1/28,1.67,0.5,27.6
2010/1/29,1.97,1.2,43.6
2010/1/30,5.08,0.1,35
2010/1/31,8.63,0.4,41.7
2010/2/1,0.22,1.5,72.7
2010/2/2,11.12,1.1,53.6
2010/2/3,10.73,0.4,39.4
2010/2/4,24.13,0.3,66.3
2010/2/5,10.47,0.2,192
2010/2/6,10.98,0.1,165
2010/2/7,0,0.4,127
2010/2/8,2.25,0.3,82.5
2010/2/9,0.35,0.4,62.7
2010/2/10,0.08,1.5,51.5
2010/2/11,3.53,2.2,48.4
2010/2/12,1.43,2,46.2
2010/2/13,27.55,1.8,37.2
2010/2/14,12.95,0.3,81.9
2010/2/15,1.23,0.6,124
2010/2/16,1.82,1.1,74.1
2010/2/17,0.33,0.9,63
2010/2/18,0,1.3,53.3
2010/2/19,0,1.2,41.8
2010/2/20,0,1.3,36.6
2010/2/21,0,1.5,50.3
2010/2/22,0,0.7,33.9
2010/2/23,0,1.4,26.3
2010/2/24,0,2,29.4
2010/2/25,24.35,0.5,21.2
2010/2/26,20.05,2.5,57.9
2010/2/27,0.17,1.2,108
2010/2/28,0,2.3,91.5
2010/3/1,27,1.2,62.1
2010/3/2,2.63,1.8,130
2010/3/3,4.6,1.7,114
2010/3/4,9.52,1.2,87.2
2010/3/5,13.2,0.6,89.6
2010/3/6,27.48,1.6,96.1
2010/3/7,12.1,2,207
2010/3/8,21.38,1.5,179
2010/3/9,0.3,2.1,230
2010/3/10,0,3.1,117
2010/3/11,0,2.6,72.6
2010/3/12,0,0.9,63.1
2010/3/13,31.05,0.2,53.4
2010/3/14,20.85,0.2,128
2010/3/15,8.58,0.8,154
2010/3/16,0,1.8,168
2010/3/17,0,2,106
2010/3/18,0,1.9,75.4
2010/3/19,0,1.8,66.9
2010/3/20,0,1.3,54.7
2010/3/21,0,3.6,46.3
2010/3/22,0,2,39
2010/3/23,29.83,2.3,38.1
2010/3/24,41.12,1.8,99.3
2010/3/25,0,1.9,269
2010/3/26,0,4.1,116
2010/3/27,0,2,68.5
2010/3/28,0,3.2,58.3
2010/3/29,0.63,4.9,48.4
2010/3/30,7.92,1.1,43.3
2010/3/31,0.08,0.8,47.8
2010/4/1,12.9,0.7,42.1
2010/4/2,6.92,1.9,68.2
2010/4/3,7.3,0.2,75.4
2010/4/4,8.67,0.5,70
2010/4/5,8.1,0.6,74.9
2010/4/6,17.5,0.1,81.8
2010/4/7,0.33,1.9,107
2010/4/8,11.82,0.5,91
2010/4/9,0.17,1.3,89.6
2010/4/10,28.73,0.2,77.2
2010/4/11,28.62,0.2,183
2010/4/12,17.03,0.1,307
2010/4/13,22.42,2.1,271
2010/4/14,29.37,1.2,296
2010/4/15,6.33,0.9,343
2010/4/16,0,1.2,230
2010/4/17,0,2,117
2010/4/18,12.67,0.2,85.7
2010/4/19,38.7,0.5,98.3
2010/4/20,3.77,1,266
2010/4/21,25.35,0.9,202
2010/4/22,28.63,0.9,285
2010/4/23,0,2.8,366
2010/4/24,0,5.8,183
2010/4/25,0.37,3.3,115
2010/4/26,3.98,1.6,95.3
2010/4/27,0,2.6,89.4
2010/4/28,0,3.7,81.1
2010/4/29,0,3.6,59.5
2010/4/30,0,3.8,58.6
2010/5/1,0,3.8,56
2010/5/2,0,4.9,53
2010/5/3,0,6.2,51.5
2010/5/4,2.02,5.4,44.8
2010/5/5,2.58,0.8,46.2
2010/5/6,26.75,0.6,65.6
2010/5/7,0,2.2,113
2010/5/8,107.87,1.5,84.2
2010/5/9,0.33,1.2,969
2010/5/10,0.75,1.9,204
2010/5/11,0.83,1.1,129
2010/5/12,21.03,1.8,99.1
2010/5/13,63.35,1.6,325
2010/5/14,5.97,0.4,546
2010/5/15,1.37,0.1,220
2010/5/16,0.25,2.3,144
2010/5/17,0,1.7,111
2010/5/18,25.02,1.1,95.9
2010/5/19,20.13,0.2,168
2010/5/20,8.75,1,248
2010/5/21,32.13,0.3,211
2010/5/22,65.8,0.2,398
2010/5/23,0,3.1,812
2010/5/24,0,4.2,220
2010/5/25,0,4.1,137
2010/5/26,0,4.4,107
2010/5/27,0.08,3.2,91.8
2010/5/28,5.55,0.7,83.9
2010/5/29,9.7,0.5,88
2010/5/30,0.08,3.4,85.4
2010/5/31,0,4.1,71.2
2010/6/1,30.85,5.4,75.5
2010/6/2,0,2.1,127
2010/6/3,0,2.6,94.7
2010/6/4,0,3.3,71.6
2010/6/5,0,4.8,62.3
2010/6/6,0,4.3,56.9
2010/6/7,0,3.5,57.9
2010/6/8,22.53,5.2,40.5
2010/6/9,12.57,1.2,93.5
2010/6/10,0.08,2,88.5
2010/6/11,0,3.5,52.7
2010/6/12,0,3.9,46.2
2010/6/13,9.2,0.9,42.6
2010/6/14,12.43,0.2,75.6
2010/6/15,4.02,0.4,77.2
2010/6/16,53.3,0.1,77.5
2010/6/17,77.12,0.1,512
2010/6/18,32.68,0.3,928
2010/6/19,107.72,1,957
2010/6/20,15.97,0.9,929
2010/6/21,45.22,0.2,444
2010/6/22,39.75,0.1,514
2010/6/23,2.18,0.4,607
2010/6/24,86,0.2,404
2010/6/25,12.62,0.2,1020
2010/6/26,4.75,0.5,439
2010/6/27,16.43,0.4,275
2010/6/28,2.22,2.2,222
2010/6/29,2.82,1.4,162
2010/6/30,0,2.7,136
2010/7/1,0,3.5,118
2010/7/2,0,4.4,113
2010/7/3,0,4.8,102
2010/7/4,0,5,84.7
2010/7/5,4.27,4.6,80.3
2010/7/6,9.55,1.8,89.2
2010/7/7,4.15,1.8,87.9
2010/7/8,3.53,1.7,80.9
2010/7/9,3.35,1.9,72.9
2010/7/10,0,4.4,70.5
2010/7/11,0,4.7,65.7
2010/7/12,0,4.8,57.3
2010/7/13,4.08,5.1,53.5
2010/7/14,13.02,3.8,58.5
2010/7/15,0,2.4,81.9
2010/7/16,0,3.9,56.3
2010/7/17,0.25,6.8,50.7
2010/7/18,4.58,4.9,45.2
2010/7/19,0,4,51.3
2010/7/20,0,6.1,49.5
2010/7/21,4.58,5.7,44.6
2010/7/22,4.9,4.2,43.2
2010/7/23,7.58,5.8,48.6
2010/7/24,3.75,5.6,53.5
2010/7/25,2.75,3.7,50
2010/7/26,5.28,2.9,48.1
2010/7/27,0.08,3.6,43.7
2010/7/28,4.92,3.5,32
2010/7/29,46.28,3.3,84.7
2010/7/30,1.38,2.8,112
2010/7/31,1.92,3.5,68
2010/8/1,0,4.4,57
2010/8/2,0.42,4.8,42.7
2010/8/3,0.08,5.8,37.9
2010/8/4,7.17,6.2,41.6
2010/8/5,21.2,3.6,71.1
2010/8/6,4.47,3.7,75.3
2010/8/7,0,5.5,44.2
2010/8/8,0,5.2,30.3
2010/8/9,0,5.8,31.2
2010/8/10,0,4.8,33.8
2010/8/11,0,4.4,29.4
2010/8/12,0,5.1,25.5
2010/8/13,0,6.3,23.6
2010/8/14,0,6.4,22.3
2010/8/15,0.12,6.3,27.3
2010/8/16,0,6.6,17.3
2010/8/17,0,5.8,17.5
2010/8/18,17.72,4.7,7.43
2010/8/19,11.42,2.8,32.9
2010/8/20,4.92,4.2,15.9
2010/8/21,2.12,3.9,25.7
2010/8/22,0,4.6,27.7
2010/8/23,0.17,4.5,25.4
2010/8/24,0.15,5.5,31.4
2010/8/25,0.5,4.3,27.8
2010/8/26,0.17,5.1,10.5
2010/8/27,5.42,5.6,12.8
2010/8/28,16.35,3.8,25.6
2010/8/29,0,3.4,38.8
2010/8/30,0,5,29
2010/8/31,0.77,3.3,34.9
2010/9/1,2.4,3.1,39.8
2010/9/2,3.7,2.7,38.1
2010/9/3,0,4.9,39.7
2010/9/4,0,4.1,31.8
2010/9/5,0,5,22
2010/9/6,0,4.9,16.4
2010/9/7,5.37,5.3,13.8
2010/9/8,0,4.7,8.37
2010/9/9,1.08,4.9,4.09
2010/9/10,63.63,1.8,40.4
2010/9/11,6.65,1,209
2010/9/12,0,3.8,75.8
2010/9/13,0,5.2,45.1
2010/9/14,1.55,5.2,34.4
2010/9/15,1.5,4.5,28.4
2010/9/16,0.42,4.1,26.4
2010/9/17,0.08,4.4,23.7
2010/9/18,0,5.5,20
2010/9/19,0.17,5.6,24.3
2010/9/20,1.05,4,23.7
2010/9/21,10.88,4,20.9
2010/9/22,27.77,4.9,23.6
2010/9/23,14.87,2.5,61
2010/9/24,0.17,3.5,73.8
2010/9/25,0.2,1.3,42.8
2010/9/26,0.25,1.8,40.2
2010/9/27,1.12,1.4,32.4
2010/9/28,3.3,3.2,35.7
2010/9/29,0.32,2.8,26.6
2010/9/30,0.17,3.1,28.6
2010/10/1,0,2.4,31.6
2010/10/2,0,3.2,32
2010/10/3,0.42,3.5,31.8
2010/10/4,0,4.7,29.4
2010/10/5,0,4.2,22.4
2010/10/6,0,2.8,25.9
2010/10/7,4.38,2,21.5
2010/10/8,1.82,0.8,19.3
2010/10/9,0,2.4,23.8
2010/10/10,13.08,0.5,26.8
2010/10/11,13.2,0.9,37.5
2010/10/12,1.5,0.5,39.6
2010/10/13,1.75,0.9,31.2
2010/10/14,8.83,0.8,33.8
2010/10/15,0.08,2.5,40.9
2010/10/16,0,1.7,36.2
2010/10/17,0,3.6,30.6
2010/10/18,0,3.9,34.2
2010/10/19,0,3.7,31.5
2010/10/20,0,3.3,28.2
2010/10/21,0,3.7,28.5
2010/10/22,0,2.4,27.1
2010/10/23,0.77,1.5,30.1
2010/10/24,2.3,0.7,17
2010/10/25,1.28,1.7,19.8
2010/10/26,0.08,4.8,16.3
2010/10/27,0,4.5,8.97
2010/10/28,0,3.1,7.18
2010/10/29,0,3.7,12.5
2010/10/30,0,3.1,12.5
2010/10/31,0,2.3,16.2
2010/11/1,0,2.5,12.6
2010/11/2,0,2.2,7.43
2010/11/3,0,1.9,4.82
2010/11/4,0,1.5,9.36
2010/11/5,0,2,10.8
2010/11/6,0,1.3,12.7
2010/11/7,0,2.2,11.2
2010/11/8,0,2.7,8.59
2010/11/9,0,3.4,14.3
2010/11/10,0,2.3,14.2
2010/11/11,0,1.8,8.95
2010/11/12,0,2.5,11.1
2010/11/13,0,1.5,14
2010/11/14,0,1.1,14.3
2010/11/15,0.17,2.5,10.3
2010/11/16,0,1.3,11.6
2010/11/17,4.57,0.6,6.23
2010/11/18,3.58,0.4,9.16
2010/11/19,0.08,0.6,6.89
2010/11/20,0.23,1.4,15.3
2010/11/21,5.63,0.2,14.8
2010/11/22,0.17,2.7,18.3
2010/11/23,0.58,1.7,16.8
2010/11/24,0,1.6,13.1
2010/11/25,0,2.1,9.05
2010/11/26,0,1.9,8.2
2010/11/27,0,2,12.3
2010/11/28,3.67,0.4,7.71
2010/11/29,0.78,0.2,13.6
2010/11/30,0.48,0.1,10.6
2010/12/1,0.33,0.2,7.23
2010/12/2,0.08,1.7,11.6
2010/12/3,0,1.8,10.1
2010/12/4,0,1.9,7.8
2010/12/5,0,1.2,7.02
2010/12/6,0,1.8,7.83
2010/12/7,0,3.4,8.97
2010/12/8,0,2.3,8.22
2010/12/9,0,2,11.6
2010/12/10,0.08,1,9.27
2010/12/11,11.38,0.1,8.69
2010/12/12,20.2,0.1,17
2010/12/13,19.67,0.1,39.6
2010/12/14,4.15,0.5,44.9
2010/12/15,46.18,1,52.6
2010/12/16,0,1.7,126
2010/12/17,0,1.5,56.4
2010/12/18,0,0.9,39.2
2010/12/19,0,0.6,28.3
2010/12/20,0,0.5,32.1
2010/12/21,0,0.9,28.6
2010/12/22,0,1.3,24.9
2010/12/23,0,1.2,28.3
2010/12/24,12.52,0.2,27
2010/12/25,3.22,1,7.48
2010/12/26,0,1.6,20.1
2010/12/27,0,1.2,28.8
2010/12/28,0,0.8,19
2010/12/29,0,0.8,20.5
2010/12/30,0,1.9,20.5
2010/12/31,0,2.6,15
2011/1/1,0,3.7,9.47
2011/1/2,0,2.5,15.6
2011/1/3,0,1.3,12.1
2011/1/4,1.58,0.5,11.2
2011/1/5,7.5,0.4,9.66
2011/1/6,0.17,0.5,20.1
2011/1/7,0,1.2,17.5
2011/1/8,0.08,0.5,14
2011/1/9,0,2.7,12.4
2011/1/10,0.58,0.7,13.5
2011/1/11,0.17,1.1,11
2011/1/12,0,1.4,7.6
2011/1/13,0.25,0.7,7.65
2011/1/14,4.75,0.2,26.3
2011/1/15,0,1.1,11.3
2011/1/16,0.08,2.7,14.3
2011/1/17,0,1.3,8.93
2011/1/18,1.42,0.2,10.4
2011/1/19,0.33,0.5,8.63
2011/1/20,5.42,0.1,10.6
2011/1/21,0.08,1,14.1
2011/1/22,0.67,0.6,17.2
2011/1/23,0.08,0.4,11.7
2011/1/24,0.17,1.6,17.3
2011/1/25,5.92,0.4,13.9
2011/1/26,2.17,0.1,13.2
2011/1/27,0.25,0.3,27.7
2011/1/28,0,0.6,20.1
2011/1/29,0.08,0.9,14.6
2011/1/30,0,1.5,16.7
2011/1/31,0,1.5,26.8
2011/2/1,0.75,0.7,9.67
2011/2/2,0,1.3,14.7
2011/2/3,0,0.7,16
2011/2/4,0,1.3,10
2011/2/5,0,1.3,9.98
2011/2/6,0,1.3,8.58
2011/2/7,0,1.4,7.04
2011/2/8,0,1.4,5.4
2011/2/9,0,2.2,11.7
2011/2/10,7.33,0.7,18.1
2011/2/11,0.17,2.1,13.5
2011/2/12,2.75,1.8,16.3
2011/2/13,8.75,1.3,20.9
2011/2/14,0,2.7,16.6
2011/2/15,9,0.6,14.7
2011/2/16,24.33,0.1,25.3
2011/2/17,9.33,0.1,65.5
2011/2/18,0,0.8,76.7
2011/2/19,1.75,0.1,55.4
2011/2/20,0,1.4,47.9
2011/2/21,0,1.5,35.8
2011/2/22,0,1.3,29.6
2011/2/23,0,0.8,25.6
2011/2/24,0.33,0.4,23.1
2011/2/25,0.08,1.6,25.4
2011/2/26,0,2.3,18.3
2011/2/27,0,1.4,14.3
2011/2/28,0.33,3,22.6
2011/3/1,0.58,3.4,17.7
2011/3/2,0,2.1,14.9
2011/3/3,2.17,0.9,13.4
2011/3/4,1.58,0.8,11.7
2011/3/5,13.08,1.8,9.92
2011/3/6,20,0.1,20
2011/3/7,0,2.3,61.3
2011/3/8,0,2.4,43.6
2011/3/9,0,2.5,39.4
2011/3/10,0,2.3,30.9
2011/3/11,0.08,0.5,29.2
2011/3/12,0,0.5,27.5
2011/3/13,0,1.3,29.3
2011/3/14,3.33,0.4,25.8
2011/3/15,5.75,1.5,24.4
2011/3/16,0,2.6,25.7
2011/3/17,0.83,1.9,20.1
2011/3/18,17.67,0.3,16
2011/3/19,19.5,0.2,29.6
2011/3/20,2.58,0.7,79.9
2011/3/21,3.33,2.1,56.8
2011/3/22,0.08,3.2,63.3
2011/3/23,0,2.2,53.3
2011/3/24,0,3.2,33.8
2011/3/25,0,3.1,28.6
2011/3/26,0,2,35.2
2011/3/27,0,3,28.8
2011/3/28,0,3.7,19.6
2011/3/29,0,3.4,21
2011/3/30,0,3.4,13.2
2011/3/31,0,4,9.98
2011/4/1,0,2.6,15.9
2011/4/2,3.33,1.8,14.6
2011/4/3,10.08,2,20.7
2011/4/4,0,3,23.1
2011/4/5,0,2.5,18.8
2011/4/6,0,3.3,12.2
2011/4/7,16.58,1,10.8
2011/4/8,1.08,1.1,20.9
2011/4/9,0.08,1,20.8
2011/4/10,2.08,2.9,21.7
2011/4/11,0.08,1.7,18.8
2011/4/12,0.75,2.6,11.6
2011/4/13,0.33,1.2,14.5
2011/4/14,0.58,0.2,14.4
2011/4/15,11.83,2.3,20.3
2011/4/16,24.42,2.1,22.2
2011/4/17,0.58,0.7,49.9
2011/4/18,0,4,61.2
2011/4/19,0,4.9,40.6
2011/4/20,0,4.8,36.2
2011/4/21,3.5,1.3,34.5
2011/4/22,0.75,1,28.9
2011/4/23,0,3.5,34.9
2011/4/24,0,4.4,22.2
2011/4/25,0,3.8,11.5
2011/4/26,0,3.2,8.22
2011/4/27,0,3.3,7.3
2011/4/28,0,2.9,5.82
2011/4/29,13.5,3.6,9.16
2011/4/30,36.17,0.7,20.6
2011/5/1,26.67,0.6,78.9
2011/5/2,71.33,1,168
2011/5/3,8.42,1,539
2011/5/4,0.42,1.2,177
2011/5/5,25.42,0.4,108
2011/5/6,7.17,0.2,288
2011/5/7,0.17,1,171
2011/5/8,0.08,2.4,95.9
2011/5/9,0,2.1,76
2011/5/10,0,3.2,58.7
2011/5/11,20.83,3.3,51.2
2011/5/12,15.75,1.4,81.9
2011/5/13,4.25,1.9,99.5
2011/5/14,1,2,93.6
2011/5/15,4.42,1.4,69
2011/5/16,0.67,0.8,60.9
2011/5/17,0.08,3.5,56.6
2011/5/18,0,5,44.5
2011/5/19,0,3.3,40.1
2011/5/20,0,5,36
2011/5/21,0.42,5.4,37.2
2011/5/22,22,3.1,23.4
2011/5/23,4.75,2.8,41.5
2011/5/24,0,2.5,36.4
2011/5/25,0,2.1,28.3
2011/5/26,0.5,2.3,22.4
2011/5/27,0,1.6,19.5
2011/5/28,0,4.6,21.1
2011/5/29,0,5.4,25.5
2011/5/30,0,4.6,22.9
2011/5/31,0,5.1,14.2
2011/6/1,0.33,3.6,14
2011/6/2,12.58,1.9,10.9
2011/6/3,39.58,0.3,33.2
2011/6/4,13.42,0.3,91
2011/6/5,9.17,0.6,97
2011/6/6,63.42,0.3,121
2011/6/7,56.67,1.7,697
2011/6/8,0.08,2.2,454
2011/6/9,3.5,2,165
2011/6/10,0.33,3.6,114
2011/6/11,1,2,89
2011/6/12,64.75,0.2,108
2011/6/13,21.08,0.2,200
2011/6/14,0.08,1.7,163
2011/6/15,5,3,115
2011/6/16,2.75,3.7,90.1
2011/6/17,0.58,1.5,81
2011/6/18,0,3.8,55
2011/6/19,5.83,2.3,53.4
2011/6/20,9.75,4,53
2011/6/21,1.58,3.6,60.1
2011/6/22,0.5,2.5,44.5
2011/6/23,3.42,5.4,43.4
2011/6/24,0,5.6,44.2
2011/6/25,4.67,6.3,30.9
2011/6/26,0,6.1,32.5
2011/6/27,4.67,4.2,27.3
2011/6/28,17.08,3.8,38.4
2011/6/29,5.58,2.3,44.2
2011/6/30,0,3.3,65.5
2011/7/1,0,5.1,42.2
2011/7/2,0,4.9,41.2
2011/7/3,0,5.8,35.4
2011/7/4,0,5.8,32.8
2011/7/5,0,6,29.1
2011/7/6,0,5.5,22.9
2011/7/7,0,6.1,17.6
2011/7/8,0,6.2,16
2011/7/9,15.83,5.9,18.8
2011/7/10,4.75,3.4,42.4
2011/7/11,0.5,3.6,24.4
2011/7/12,2.83,3.4,23.4
2011/7/13,3.67,3.7,22.5
2011/7/14,5.75,4.8,25.6
2011/7/15,2.25,2.5,27.9
2011/7/16,0.17,4.2,23.4
2011/7/17,11.67,3.4,23.3
